,Artist,Scrape_Date,Search_Name,Joined,Subscribers,Total_Views,Published,Title,Category,Duration,Views,Likes,Dislikes,Paid,Family_Friendly,URL
29,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-05-22 00:00:00.000000,ASMR Trigger Words to help you sleep ❤ ^_^ POKI ASMR,People & Blogs,16.216666666666665,909545,11731,456,False,True,https://www.youtube.com/watch?v=uIGgz39WU7U
30,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-05-12 00:00:00.000000,Soft Spoken ASMR French Lesson ❤ Teaching you French Part 2,People & Blogs,25.566666666666666,1267410,14010,513,False,True,https://www.youtube.com/watch?v=_oRnDz_qEgw
31,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-05-04 00:00:00.000000,"MIC Brushing, Tapping & Scratching ❤ Binaural tingles  ❤",People & Blogs,22.083333333333332,2259458,23593,866,False,True,https://www.youtube.com/watch?v=SK-LRYybw9E
32,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-05-01 00:00:00.000000,League of Legends Lore ASMR - LUX :) Binaural story telling!,People & Blogs,42.016666666666666,312260,4668,183,False,True,https://www.youtube.com/watch?v=bshi0rZCdjw
33,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-04-16 00:00:00.000000,ASMR ROLEPLAY - GIVING YOU A MAKEOVER WITH MY FAVORITE MAKE UP ❤ :),People & Blogs,32.93333333333333,785404,8266,430,False,True,https://www.youtube.com/watch?v=VZul2YSsg2k
34,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-03-28 00:00:00.000000,Teaching you French in ASMR ~ pokimane,People & Blogs,27.583333333333332,1234497,15631,628,False,True,https://www.youtube.com/watch?v=q6DmYs4txSs
35,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-03-19 00:00:00.000000,"Tons of Tapping, Talking & Tingles ❤",People & Blogs,23.066666666666666,1040834,13453,576,False,True,https://www.youtube.com/watch?v=3Cr_5H_UaZg
36,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-03-08 00:00:00.000000,League of Legends Patch 7.5 notes ASMR ^_^ by pokimane,People & Blogs,30.283333333333335,274004,4380,314,False,True,https://www.youtube.com/watch?v=GkX6UK7-8VU
37,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-03-06 00:00:00.000000,League of Legends Lore ASMR - Ahri! :) Story telling~,People & Blogs,36.666666666666664,649483,10087,713,False,True,https://www.youtube.com/watch?v=c8QpQbDTGfE
38,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-02-26 00:00:00.000000,YOUR ASMR Twitter Requests! ^_^,People & Blogs,23.733333333333334,504881,8099,230,False,True,https://www.youtube.com/watch?v=PngN4YSTYLI
39,Poki ASMR,2018-12-17 23:37:16.898613,poki asmr,2013-02-09 00:00:00.000000,482871,49623072,2017-02-16 00:00:00.000000,First time doing ASMR - Extended version,People & Blogs,18.033333333333335,846543,13163,536,False,True,https://www.youtube.com/watch?v=1dPSQPdBBq0
